Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	Filtered on	To keep
MD protein-ligand workflow (from PDB structure)	WorkflowHub	1686	https:/workflowhub.eu/workflows/1686?version=1		cheminformatics, computational-chemistry, gtn, galaxy, moleculardynamics	2025-06-02	2025-06-02	1	1	13	gmx_merge_topology_files, ambertools_acpype, gmx_sim, tp_grep_tool, openbabel_compound_convert, gmx_setup, get_pdb, gmx_editconf, gmx_em, gmx_solvate			CC-BY-4.0		Galaxy Training Network	binn* in description	True
Workflow constructed from history 'Hsp90-MDAnalysis'	WorkflowHub	1689	https:/workflowhub.eu/workflows/1689?version=1		computational-chemistry, gtn, galaxy	2025-06-02	2025-06-02	1	1	9	vmd_hbonds, bio3d_pca, md_converter, mdanalysis_cosine_analysis, bio3d_rmsd, bio3d_pca_visualize, bio3d_rmsf, gmx_editconf			CC-BY-4.0		Galaxy Training Network	binn* in description	True
Workflow 'Biodiversity data exploration tuto'	WorkflowHub	1693	https:/workflowhub.eu/workflows/1693?version=1		ecology, gtn, galaxy	2025-06-02	2025-06-02	1	1	6	ecology_link_between_var, tool_anonymization, ecology_stat_presence_abs, ecology_beta_diversity, ecology_homogeneity_normality, ecology_presence_abs_abund			CC-BY-4.0		Galaxy Training Network	metap* in description	True
Workflow constructed from history 'Tuto Obitools'	WorkflowHub	1702	https:/workflowhub.eu/workflows/1702?version=1		ecology, gtn, galaxy	2025-06-02	2025-06-02	1	1	23	obi_grep, obi_ngsfilter, obi_annotate, seq_filter_by_id, obi_illumina_pairend, obi_uniq, ncbi_blastn_wrapper, fastqc, Cut1, obi_tab, obi_stat, fastq_groomer, join1, Filter1, obi_clean, wc_gnu, unzip			CC-BY-4.0		Galaxy Training Network	metap* in description	True
trinity NG	WorkflowHub	1716	https:/workflowhub.eu/workflows/1716?version=1		gtn, galaxy, transcriptomics	2025-06-02	2025-06-02	1	1	21	trinity_analyze_diff_expr, trinity_abundance_estimates_to_matrix, trinity_align_and_estimate_abundance, trinity_contig_exn50_statistic, trinity, trinity_define_clusters_by_cutting_tree, fastqc, trinity_filter_low_expr_transcripts, trinity_run_de_analysis, trinity_samples_qccheck, transdecoder, trimmomatic, describe_samples, trinotate, multiqc			CC-BY-4.0		Galaxy Training Network	annot* in description	True
MGnify's amplicon pipeline v5.0 - rRNA prediction	WorkflowHub	1842	https:/workflowhub.eu/workflows/1842?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-04	2025-08-11	1	1	47	__FILTER_EMPTY_DATASETS__, , bedtools_getfastabed, tp_awk_tool, query_tabular, biom_convert, infernal_cmsearch, cshl_fasta_formatter, gops_concat_1, collection_element_identifiers, taxonomy_krona_chart, cmsearch_deoverlap, mapseq, __FILTER_FROM_FILE__			Apache-2.0		Galaxy Training Network	metage* in tags	True
Assembly of metagenomic sequencing data	WorkflowHub	1390	https:/workflowhub.eu/workflows/1390?version=2		gtn, galaxy, microbiome	2025-06-16	2025-06-16	2	2	9	bandage_info, megahit, megahit_contig2fastg, collection_column_join, bandage_image, bowtie2, metaspades, coverm_contig, quast			MIT		Galaxy Training Network	microbiome in tags	True
MGnify's amplicon pipeline v5.0 - ITS	WorkflowHub	1856	https:/workflowhub.eu/workflows/1856?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	30	__FILTER_EMPTY_DATASETS__, , tp_awk_tool, biom_convert, bedtools_maskfastabed, collection_element_identifiers, taxonomy_krona_chart, mapseq, __FILTER_FROM_FILE__			Apache-2.0		Galaxy Training Network	metage* in tags	True
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 3: Functional Information	WorkflowHub	1456	https:/workflowhub.eu/workflows/1456?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	18	humann_renorm_table, humann_split_stratified_table, humann_unpack_pathways, tp_find_and_replace, humann, humann_regroup_table, humann_rename_table, Grep1, tp_sort_header_tool			MIT		Galaxy Training Network	microbiome in tags	True
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 1: Preprocessing	WorkflowHub	1444	https:/workflowhub.eu/workflows/1444?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	6	cutadapt, fastqc, fastq_paired_end_interlacer, multiqc, bg_sortmerna			MIT		Galaxy Training Network	microbiome in tags	True
Metatranscriptomics analysis using microbiome RNA-seq data - Workflow 2: Community profile	WorkflowHub	1451	https:/workflowhub.eu/workflows/1451?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	6	metaphlan, Cut1, export2graphlan, taxonomy_krona_chart, graphlan_annotate, graphlan			MIT		Galaxy Training Network	microbiome in tags	True
Metatranscriptomics analysis using microbiome RNA-seq data	WorkflowHub	1466	https:/workflowhub.eu/workflows/1466?version=2		gtn, galaxy, microbiome	2025-06-23	2025-06-23	2	2	33	metaphlan, Cut1, humann_split_stratified_table, export2graphlan, Grouping1, humann_regroup_table, graphlan_annotate, graphlan, taxonomy_krona_chart, tp_sort_header_tool, multiqc, combine_metaphlan_humann, fastqc, tp_find_and_replace, humann, bg_sortmerna, humann_renorm_table, cutadapt, fastq_paired_end_interlacer, humann_unpack_pathways, humann_rename_table, Grep1			MIT		Galaxy Training Network	microbiome in tags	True
MAPseq to ampvis2	WorkflowHub	1855	https:/workflowhub.eu/workflows/1855?version=1		gtn, galaxy, microbiome	2025-08-11	2025-08-11	1	1	9	tp_awk_tool, query_tabular, ampvis2_load, collection_column_join, collapse_dataset			MIT		Galaxy Training Network	microbiome in tags	True
MGnify's amplicon pipeline v5.0 - Quality control PE	WorkflowHub	1854	https:/workflowhub.eu/workflows/1854?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	17	fastp, __UNZIP_COLLECTION__, fastq_filter, fastqc, cshl_fasta_formatter, fastq_to_fasta_python, prinseq, tp_find_and_replace, mgnify_seqprep, trimmomatic, multiqc			Apache-2.0		Galaxy Training Network	metage* in tags	True
Building an amplicon sequence variant (ASV) table from 16S data using DADA2	WorkflowHub	1395	https:/workflowhub.eu/workflows/1395?version=2		gtn, galaxy, microbiome	2025-07-07	2025-07-07	2	2	21	dada2_removeBimeraDenovo, __UNZIP_COLLECTION__, __SORTLIST__, tp_replace_in_line, Add_a_column1, dada2_plotQualityProfile, dada2_dada, cat1, phyloseq_from_dada2, dada2_seqCounts, tp_head_tool, tp_replace_in_column, dada2_mergePairs, collection_element_identifiers, dada2_filterAndTrim, dada2_assignTaxonomyAddspecies, dada2_learnErrors, dada2_makeSequenceTable			MIT		Galaxy Training Network	microbiome in tags	True
Nanopore Preprocessing	WorkflowHub	1492	https:/workflowhub.eu/workflows/1492?version=2		gtn, galaxy, name:iwc, name:microgalaxy, name:nanopore, name:pathogfair, name:collection	2025-07-07	2025-07-07	2	2	25	nanoplot, fastp, Add_a_column1, regexColumn1, krakentools_extract_kraken_reads, fastqc, minimap2, porechop, Cut1, collection_column_join, samtools_fastx, kraken2, collapse_dataset, __FILTER_FAILED_DATASETS__, bamtools_split_mapped, Grep1, multiqc			MIT		Galaxy Training Network	microbiome in description	True
Pathogen Detection PathoGFAIR Samples Aggregation and Visualisation	WorkflowHub	1487	https:/workflowhub.eu/workflows/1487?version=2		gtn, galaxy, name:iwc, name:microgalaxy, name:pathogfair, name:collection	2025-07-07	2025-07-07	2	2	65	bedtools_getfastabed, tp_split_on_column, tab2fasta, Cut1, Grouping1, Remove beginning1, regex1, fasttree, __FILTER_FAILED_DATASETS__, fasta2tab, regexColumn1, Count1, clustalw, collection_column_join, newick_display, fasta_merge_files_and_filter_unique_sequences, __FILTER_EMPTY_DATASETS__, tp_replace_in_column, barchart_gnuplot, collapse_dataset, tp_multijoin_tool, ggplot2_heatmap, tp_sorted_uniq			MIT		Galaxy Training Network	microbiome in description	True
Gigascience_Indels_SAV_non-reference_demonstration_STS26T-Gent_Workflow	WorkflowHub	1788	https:/workflowhub.eu/workflows/1788?version=1		gtn, galaxy, name:neoantigen	2025-07-07	2025-07-07	1	1	33	"Uncompressed_RNA_Seq_Reads_1
CONVERTER_gz_to_uncompressed, filter_tabular, regexColumn1, sqlite_to_tabular, query_tabular, tab2fasta, freebayes, stringtie, tp_cat, gffcompare_to_bed, custom_pro_db, Uncompressed_RNA_Seq_Reads_2
CONVERTER_gz_to_uncompressed, translate_bed, gffcompare, hisat2, fasta2tab, bed_to_protein_map, fasta_merge_files_and_filter_unique_sequences"			CC-BY-4.0		Galaxy Training Network	binn* in description	True
GigaScience-IEDB-PepQuery-Neoantigen	WorkflowHub	1789	https:/workflowhub.eu/workflows/1789?version=1		gtn, galaxy, iedb, name:neoantigen	2025-07-07	2025-07-07	1	1	15	"anything less than 2 and more than 0.5 percentile rank
Filter1, query_tabular, table_compute, removing header
Remove beginning1, cutting first column to extract peptides
Cut1, pepquery2, anything less than 0.5 percentile rank
Filter1, this is to remove header
Remove beginning1, iedb_api, IEDB-Validated-NeoAntigen_Peptides, filtering if the validation column is yes or no 
Filter1"			GPL-3.0-or-later		Galaxy Training Network	binn* in description	True
GigaScience_Peptide_Annotation_demonstration_STS26T_neoantigen_candidates_workflow	WorkflowHub	1790	https:/workflowhub.eu/workflows/1790?version=1		gtn, galaxy, name:neoantigen	2025-07-07	2025-07-07	1	1	11	"regexColumn1, query_tabular, tab2fasta, converting pipes to columns
Convert characters1, converting colons to columns
Convert characters1, pep_pointer"			GPL-3.0-or-later		Galaxy Training Network	annot* in name	True
GigaScience_PepQuery2_demonstration_STS26T_neoantigen_candidates_workflow	WorkflowHub	1791	https:/workflowhub.eu/workflows/1791?version=1		gtn, galaxy, name:neoantigen	2025-07-07	2025-07-07	1	1	6	query_tabular, tab2fasta, ncbi_blastp_wrapper, pepquery2, msconvert			GPL-3.0-or-later		Galaxy Training Network	binn* in description	True
Gigascience_Fusions_demonstration_STS26T-Gent_Workflow	WorkflowHub	1792	https:/workflowhub.eu/workflows/1792?version=1		gtn, galaxy, name:neoantigen	2025-07-07	2025-07-07	1	1	9	"Uncompressed RNA-Seq forward reads
CONVERTER_gz_to_uncompressed, Uncompressed RNA-Seq reverse reads
CONVERTER_gz_to_uncompressed, tp_awk_tool, query_tabular, tab2fasta, rna_star, regex1, arriba_get_filters, arriba"			GPL-3.0-or-later		Galaxy Training Network	binn* in description	True
GigaScience_Database_merge_FragPipe_STS26T_demonstration	WorkflowHub	1793	https:/workflowhub.eu/workflows/1793?version=1		gtn, galaxy, name:neoantigen	2025-07-07	2025-07-07	1	1	7	"query_tabular, validate_fasta_database, Remove beginning1, collapse_dataset, removing anything that matches _HUMAN
Grep1, fragpipe, fasta_merge_files_and_filter_unique_sequences"			CC-BY-4.0		Galaxy Training Network	binn* in description	True
GigaScience-RNAseq-Optitype-seq2HLA-to-IEDB-alleles	WorkflowHub	1794	https:/workflowhub.eu/workflows/1794?version=1		gtn, galaxy, name:neoantigen, hla	2025-07-07	2025-07-07	1	1	4	optitype, query_tabular, tp_awk_tool, seq2hla			GPL-3.0-or-later		Galaxy Training Network	binn* in description	True
Workflow 3: Functional Information (quick)	WorkflowHub	1447	https:/workflowhub.eu/workflows/1447?version=2		asaim, gtn, galaxy, metagenomics	2025-07-14	2025-07-14	2	2	12	humann_renorm_table, Cut1, humann_split_stratified_table, humann_unpack_pathways, tp_find_and_replace, humann_regroup_table, humann_rename_table, Grep1, combine_metaphlan2_humann2			MIT		Galaxy Training Network	metage* in tags	True
MGnify's amplicon pipeline v5.0	WorkflowHub	1853	https:/workflowhub.eu/workflows/1853?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	20	, tp_awk_tool, CONVERTER_gz_to_uncompressed, CONVERTER_uncompressed_to_gz, __MERGE_COLLECTION__, fastq_dl			Apache-2.0		Galaxy Training Network	metage* in tags	True
MGnify amplicon summary tables	WorkflowHub	1851	https:/workflowhub.eu/workflows/1851?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	10	tp_awk_tool, filter_tabular, query_tabular, collection_column_join, Grouping1			MIT		Galaxy Training Network	metage* in tags	True
Comparative gene analysis	WorkflowHub	1518	https:/workflowhub.eu/workflows/1518?version=1		gtn, galaxy, genome-annotation, vgp	2025-06-02	2025-06-02	1	1	29	"Add_a_column1, tp_split_on_column, tab2fasta, Cut1, Get negative strand matches
Filter1, Remove unnecessary columns
Cut1, Add information about other ORFs in this area. This is done by talking all ORFs in BED format and left joining with coordinates of matched ORFs. As a result we have a sparse table that contains all ORFs surrounding our matches as well as matches themselves. This information is used to generate the final figure.
join1, bg_diamond_view, rapidnj, cat1, rbc_mafft, regexColumn1, Filter1, gops_intersect_1, Extract genomic coordinates of matching ORFs 
Cut1, Final textual report showing matches, their coordinates and their alignments
Cut1, Get positive strand matches
Filter1, collapse_dataset, bg_diamond, Set ORF name as the name and frame as score to reestablish BED format
Cut1, Removing unnecessary columns for subsequent processing
Cut1, Join tabular view of alignments with BED description of individual ORFs. This is necessary because to visualize genes we will need genomic coordinates. 
join1"			CC-BY-4.0		Galaxy Training Network	annot* in tags	True
MGnify's amplicon pipeline v5.0 - Quality control SE	WorkflowHub	1850	https:/workflowhub.eu/workflows/1850?version=1		amplicon, gtn, galaxy, metagenomics, mgnify_amplicon, name:microgalaxy	2025-08-11	2025-08-11	1	1	14	fastq_filter, fastqc, cshl_fasta_formatter, fastq_to_fasta_python, prinseq, tp_find_and_replace, trimmomatic, multiqc			Apache-2.0		Galaxy Training Network	metage* in tags	True
preparing genomic data for phylogeny recostruction (GTN)	WorkflowHub	1656	https:/workflowhub.eu/workflows/1656?version=1		ecology, gtn, galaxy	2025-06-02	2025-06-02	1	1	14	proteinortho, tp_replace_in_line, funannotate_predict, repeatmasker_wrapper, clustalw, clipkit, Filter1, collapse_dataset, regex1, proteinortho_grab_proteins, glimmer_gbk_to_orf, phykit_alignment_based, busco			CC-BY-4.0		Galaxy Training Network	annot* in description	True
Genome Assembly Quality Control	WorkflowHub	1646	https:/workflowhub.eu/workflows/1646?version=1		assembly, gtn, galaxy	2025-06-02	2025-06-02	1	1	9	merqury, quast, chromeister, meryl, busco			GPL-3.0-or-later		Galaxy Training Network	binn* in description	True
GTN Training - Antibiotic Resistance Detection	WorkflowHub	406	https:/workflowhub.eu/workflows/406?version=1	Saskia Hiltemann, Willem de Koning	metagenomics	2022-11-24	2023-02-13	1	1	12	nanoplot, unicycler, racon, gfa_to_fa, minimap2, miniasm, bandage_image, PlasFlow, staramr_search	Antimicrobial resistance prediction	Microbiology	CC-BY-4.0		Galaxy Training Network	metage* in tags	True
Metagenomics assembly tutorial workflow	WorkflowHub	1634	https:/workflowhub.eu/workflows/1634?version=1		gtn, galaxy	2025-06-02	2025-06-02	1	1	8	bandage_info, megahit, megahit_contig2fastg, collection_column_join, bandage_image, bowtie2, metaspades, quast			CC-BY-4.0		Galaxy Training Network	metage* in name	True
Essential genes detection with Transposon insertion sequencing	WorkflowHub	1530	https:/workflowhub.eu/workflows/1530?version=1		gtn, galaxy, genome-annotation	2025-06-02	2025-06-02	1	1	32	__EXTRACT_DATASET__, cutadapt, Add_a_column1, bg_find_subsequences, tp_easyjoin_tool, Cut1, bowtie_wrapper, Filter1, transit_gumbel, gff_to_prot, tp_sort_header_tool, deeptools_bam_coverage			CC-BY-4.0		Galaxy Training Network	annot* in tags	True
Workflow constructed from history 'CRISPR tutorial Kenji'	WorkflowHub	1534	https:/workflowhub.eu/workflows/1534?version=1		gtn, galaxy, genome-annotation	2025-06-02	2025-06-02	1	1	5	cutadapt, mageck_test, fastqc, mageck_count, multiqc			CC-BY-4.0		Galaxy Training Network	annot* in tags	True
Combining datasets after pre-processing	WorkflowHub	1539	https:/workflowhub.eu/workflows/1539?version=1		gtn, galaxy, name:single-cell, name:training	2025-06-02	2025-06-02	1	1	12	anndata_ops, Cut1, tp_replace_in_column, Paste1, anndata_inspect, anndata_manipulate			CC-BY-4.0		Galaxy Training Network	binn* in name	True
MuSiC-Deconvolution: Data generation | bulk | ESet	WorkflowHub	1542	https:/workflowhub.eu/workflows/1542?version=1		gtn, galaxy, name:singlecell, name:transcriptomics, name:training	2025-06-02	2025-06-02	1	1	8	column_remove_by_header, 171557, music_construct_eset, music_manipulate_eset, annotatemyids, regex1, tp_cut_tool			CC-BY-4.0		Galaxy Training Network	metap* in description	True
GECKO pairwise comparison	WorkflowHub	1541	https:/workflowhub.eu/workflows/1541?version=1		gtn, galaxy, genome-annotation	2025-06-02	2025-06-02	1	1	3	clustalw, gecko, tp_awk_tool			CC-BY-4.0		Galaxy Training Network	annot* in tags	True
Trio Analysis	WorkflowHub	363	https:/workflowhub.eu/workflows/363?version=2	Jasper Ouwerkerk	variant-analysis	2023-03-01	2023-09-05	2	2	12	"regexColumn1, tp_grep_tool, snpEff, bcftools_merge, bcftools_norm, gemini_inheritance, pyega3, 
 Filter1, gemini_load, 
 CONVERTER_gz_to_uncompressed"			CC-BY-4.0	10.48546/workflowhub.workflow.363.2	Galaxy Training Network	ITS in description	True
CHROMEISTER chromosome comparison	WorkflowHub	1545	https:/workflowhub.eu/workflows/1545?version=1		gtn, galaxy, genome-annotation	2025-06-02	2025-06-02	1	1	1	chromeister			CC-BY-4.0		Galaxy Training Network	annot* in tags	True
RaceID Workflow	WorkflowHub	1547	https:/workflowhub.eu/workflows/1547?version=1		gtn, galaxy, transcriptomics, single-cell	2025-06-02	2025-06-02	1	1	8	raceid_trajectory, raceid_filtnormconf, raceid_inspectclusters, raceid_clustering, raceid_inspecttrajectory			CC-BY-4.0		Galaxy Training Network	binn* in description	True
GTN - Sequence Analyses - Quality Control (imported from uploaded file)	WorkflowHub	1640	https:/workflowhub.eu/workflows/1640?version=1		gtn, galaxy, sequence-analysis	2025-06-02	2025-06-02	1	1	5	cutadapt, fastqc, multiqc			CC-BY-4.0		Galaxy Training Network	binn* in description	True
